Tosafot on Bekhorot 34b:32:1	פרק הבונה (דף קג.)	פרק הבונה (שבת דף קג.)
Tosafot on Bekhorot 36a:56:1	פרק כהן גדול (דף יט.)	פרק כהן גדול (נזיר דף יט.)
Tosafot on Bekhorot 36b:48:1	פרק אלו קדשים (דף כא.)	פרק אלו קדשים (תמורה דף כא.)
Tosafot on Bekhorot 38b:14:1	פרק מרובה (דף פ:)	פרק מרובה (בבא קמא דף פ:)
Tosafot on Bekhorot 38b:28:1	פ' הערל (דף עו.)	פ' הערל (יבמות דף עו.)
Tosafot on Bekhorot 39b:58:1	פרק התכלת (שם:)	פרק התכלת (מנחות שם:)
Tosafot on Bekhorot 41b:19:2	פרק דם שחיטה (דף כא.)	פרק דם שחיטה (כריתות דף כא.)
Tosafot on Bekhorot 41b:19:2	פרק אלו קדשים (דף יז:)	פרק אלו קדשים (תמורה דף יז:)
Tosafot on Bekhorot 41b:22:1	פרק אלו קדשים (דף יט:)	פרק אלו קדשים (תמורה דף יט:)
Tosafot on Bekhorot 42a:47:1	פ' הערל (דף פא.)	פ' הערל (יבמות דף פא.)
Tosafot on Bekhorot 47b:35:1	פרק יוצא דופן (דף מ.)	פרק יוצא דופן (נדה דף מ.)
Tosafot on Bekhorot 47b:35:2	פ' מי שמת (שם	פ' מי שמת (בבא בתרא שם
Tosafot on Bekhorot 48a:24:1	פ' כל הגט (שם	פ' כל הגט (גיטין שם
Tosafot on Bekhorot 48a:24:2	פ' בית כור (שם)	פ' בית כור (בבא בתרא שם)
Tosafot on Bekhorot 48a:24:2	פ' יש נוחלין (שם	פ' יש נוחלין (בבא בתרא שם
Tosafot on Bekhorot 52a:9:1	פ' יש נוחלין (שם	פ' יש נוחלין (בבא בתרא שם
Tosafot on Bekhorot 52b:25:1	פ' בית כור) (קו)	פ' בית כור) (בבא בתרא קו)
Tosafot on Bekhorot 53a:27:1	פרק המקדיש שדהו (דף כט.)	פרק המקדיש שדהו (ערכין דף כט.)
Tosafot on Bekhorot 53a:27:2	פרק הוציאו לו (דף נה:)	פרק הוציאו לו (יומא דף נה:)
Tosafot on Bekhorot 54a:5:1	פ' אותו ואת בנו (שם	פ' אותו ואת בנו (חולין שם
Tosafot on Bekhorot 55b:21:1	פרק מי שהיה טמא (דף צד:)	פרק מי שהיה טמא (פסחים דף צד:)
Tosafot on Bekhorot 56a:1:1	פרק מי שהיה טמא (דף צו.)	פרק מי שהיה טמא (פסחים דף צו.)
Tosafot on Bekhorot 56a:1:1	פרק בנות כותים (דף לז:)	פרק בנות כותים (נדה דף לז:)
Tosafot on Bekhorot 58b:40:1	פרק כל המנחות באות מצה (דף נה.	פרק כל המנחות באות מצה (מנחות דף נה.
Tosafot on Bekhorot 59a:1:2	פ' במה מדליקין (שם	פ' במה מדליקין (שבת שם
Tosafot on Bekhorot 61a:1:1	פ' כל המנחות באות מצה (שם	פ' כל המנחות באות מצה (מנחות שם
Rashi on Arakhin 3a:45:1	פרק טרף בקלפי (דף מג.)	פרק טרף בקלפי (יומא דף מג.)
Rashi on Arakhin 3a:52:2	פ' הערל (דף עב:)	פ' הערל (יבמות דף עב:)
Rashi on Arakhin 7b:28:1	פ' כל שעה (דף כב:)	פ' כל שעה (פסחים דף כב:)
Rashi on Arakhin 10a:4:1	פ' החליל (דף נג:)	פ' החליל (סוכה דף נג:)
Rashi on Arakhin 11a:5:1	פרק גיד הנשה (דף צ:)	פרק גיד הנשה (חולין דף צ:)
Rashi on Arakhin 28b:47:1	פ' עד כמה (דף כו:)	פ' עד כמה (בכורות דף כו:)
Rashi on Arakhin 32b:8:1	פרק מרובה (דף פב:)	פרק מרובה (בבא קמא דף פב:)
Rashi on Arakhin 32b:11:1	פ' אלו הן הגולין (דף י.)	פ' אלו הן הגולין (מכות דף י.)
Rashi on Bekhorot 10a:18:2	פרק דם שחיטה (דף כא.)	פרק דם שחיטה (כריתות דף כא.)
Rashi on Bekhorot 10a:22:3	פרק דם שחיטה (דף כא.)	פרק דם שחיטה (כריתות דף כא.)
Rashi on Bekhorot 11a:30:1	פרק מי שהוציאוהו (דף מו:)	פרק מי שהוציאוהו (עירובין דף מו:)
Rashi on Bekhorot 13b:16:1	פ' הגוזל בתרא (דף קיג:)	פ' הגוזל בתרא (בבא קמא דף קיג:)
Rashi on Bekhorot 15b:12:1	פרק אלו קדשים (דף יז:)	פרק אלו קדשים (תמורה דף יז:)
Rashi on Bekhorot 15b:17:2	פרק אלו קדשים (שם)	פרק אלו קדשים (תמורה שם)
Rashi on Bekhorot 16a:12:1	פרק פרת חטאת (דף קיב.)	פרק פרת חטאת (זבחים דף קיב.)
Rashi on Bekhorot 16a:14:2	פ' המזבח מקדש (דף פד.)	פ' המזבח מקדש (זבחים דף פד.)
Rashi on Bekhorot 17a:31:1	פרק אותו ואת בנו (דף עח:)	פרק אותו ואת בנו (חולין דף עח:)
Rashi on Bekhorot 17a:81:1	פרק הזרוע והלחיים (דף קלב.)	פרק הזרוע והלחיים (חולין דף קלב.)
Rashi on Bekhorot 21b:6:1	פרק אלו קדשים (דף כא.)	פרק אלו קדשים (תמורה דף כא.)
Rashi on Bekhorot 26a:10:2	פרק בכל מערבין (דף לח.)	פרק בכל מערבין (עירובין דף לח.)
Rashi on Bekhorot 28b:31:1	פרק הגוזל עצים (דף ק.)	פרק הגוזל עצים (בבא קמא דף ק.)
Rashi on Bekhorot 29a:38:1	פרק חומר בקודש (דף כה:)	פרק חומר בקודש (חגיגה דף כה:)
Rashi on Bekhorot 31a:39:1	פרק נערה המאורסה (דף עח.)	פרק נערה המאורסה (נדרים דף עח.)
Rashi on Bekhorot 32a:24:1	פ' המקדיש שדהו (דף כח:)	פ' המקדיש שדהו (ערכין דף כח:)
Rashi on Bekhorot 39b:49:2	פרק התכלת (דף מא:)	פרק התכלת (מנחות דף מא:)
Rashi on Bekhorot 40a:1:1	פרק שתי הלחם (דף צח.)	פרק שתי הלחם (מנחות דף צח.)
Rashi on Bekhorot 40a:13:1	פ' כיצד מעברין (דף נג:)	פ' כיצד מעברין (עירובין דף נג:)
Rashi on Bekhorot 42a:29:1	פרק יש בקרבנות (דף יז.)	פרק יש בקרבנות (תמורה דף יז.)
Rashi on Bekhorot 42b:35:1	פרק הערל (דף עט:)	פרק הערל (יבמות דף עט:)
Rashi on Bekhorot 45a:33:2	פרק יוצא דופן (דף מג:)	פרק יוצא דופן (נדה דף מג:)
Rashi on Bekhorot 45a:37:1	פ' בא סימן (שם	פ' בא סימן (נדה שם
Rashi on Bekhorot 47a:67:2	פרק אלמנה לכהן גדול (דף סח.)	פרק אלמנה לכהן גדול (יבמות דף סח.)
Rashi on Bekhorot 47b:40:1	פ' יוצא דופן (דף מ.)	פ' יוצא דופן (נדה דף מ.)
Rashi on Bekhorot 57a:26:3	פרק כל האסורין (דף כח.)	פרק כל האסורין (תמורה דף כח.)
Rashi on Bekhorot 57b:2:1	פרק יוצא דופן (דף מ.)	פרק יוצא דופן (נדה דף מ.)
Rashi on Bekhorot 60b:66:1	פ' כל הזבחים שנתערבו (דף עה:)	פ' כל הזבחים שנתערבו (זבחים דף עה:)
Be'er Mayim Chaim on Chofetz Chaim, Part One, The Prohibition Against Lashon Hara, Principle 1 1:1:1	פרק אלו נאמרין [דף מ"ב	פרק אלו נאמרין [סוטה דף מ"ב
Rashba on Avodah Zarah 7a:1	פרק עד כמה (כח,	פרק עד כמה (בכורות כח
Rashba on Avodah Zarah 7a:1	פרק אחד דיני ממונות (לג,	פרק אחד דיני ממונות (סנהדרין לג
Rashba on Avodah Zarah 8a:1	פרק רבי ישמעאל (ס,	פרק רבי ישמעאל (מנחות ס
Rashba on Avodah Zarah 12a:1	פרק אין מעמידין (לח,	פרק אין מעמידין (עבודה זרה לח
Rashba on Avodah Zarah 12a:1	פרק השוכר את הפועל (סד,	פרק השוכר את הפועל (עבודה זרה סד
Rashba on Avodah Zarah 13a:2	פרק המקדיש שדהו (כט,	פרק המקדיש שדהו (ערכין כט
Rashba on Avodah Zarah 21b:1	פרק מי שהפך (יב,	פרק מי שהפך (מועד קטן יב
Rashba on Avodah Zarah 29b:1	פרק המוכר פירות (שם)	פרק המוכר פירות (בבא בתרא שם)
Rashba on Avodah Zarah 30a:3	פרק המוכר פירות (שם)	פרק המוכר פירות (בבא בתרא שם)
Rashba on Avodah Zarah 30a:3	פרק המוכר פירות (שם	פרק המוכר פירות (בבא בתרא שם
Rashba on Avodah Zarah 31a:1	פרק אין מעמידין (כט,	פרק אין מעמידין (עבודה זרה כט
Rashba on Avodah Zarah 35b:2	פרק אין מעמידין (לו,	פרק אין מעמידין (עבודה זרה לו
Rashba on Avodah Zarah 38b:3	פרק אין מעמידין (לט,	פרק אין מעמידין (עבודה זרה לט
Rashba on Avodah Zarah 38b:3	פרק הנודר מן המבושל (פ"ו,	פרק הנודר מן המבושל (נדרים פ"ו
Rashba on Avodah Zarah 40a:2	פרק בא סימן (נא,	פרק בא סימן (נדה נא
Rashba on Avodah Zarah 40a:6	פרק אלו טרפות (שם	פרק אלו טרפות (חולין שם
Rashba on Avodah Zarah 40a:6	פרק אלו טרפות (שם	פרק אלו טרפות (חולין שם
Rashba on Avodah Zarah 40a:6	פרק אלו טרפות (שם)	פרק אלו טרפות (חולין שם)
Rashba on Avodah Zarah 47b:9	פרק כל שעה (שם)	פרק כל שעה (פסחים שם)
Rashba on Avodah Zarah 51a:3	פרק אין מעמידין (לב,	פרק אין מעמידין (עבודה זרה לב
Rashba on Avodah Zarah 54a:4	פרק כל הצלמים (מז,	פרק כל הצלמים (עבודה זרה מז
Rashba on Avodah Zarah 59b:3	פרק אין מעמידין (כט,	פרק אין מעמידין (עבודה זרה כט
Rashba on Avodah Zarah 61a:1	פרק אין מעמידין (לא,	פרק אין מעמידין (עבודה זרה לא
Rashba on Avodah Zarah 61b:4	פרק אין מעמידין (לא,	פרק אין מעמידין (עבודה זרה לא
Rashba on Avodah Zarah 66b:4	פרק גיד הנשה (לב,	פרק גיד הנשה (חולין לב
Rashba on Avodah Zarah 66b:4	פרק כיצד צולין (עו,	פרק כיצד צולין (פסחים עו
Rashba on Avodah Zarah 68b:2	פרק אין מעמידין (לה,	פרק אין מעמידין (עבודה זרה לה
Rashba on Avodah Zarah 73a:3	פרק אין מעמידין (לט,	פרק אין מעמידין (עבודה זרה לט
Rashba on Avodah Zarah 73b:4	פרק הנודר מן המבושל (נב,	פרק הנודר מן המבושל (נדרים נב
Rashba on Avodah Zarah 73b:4	פרק הנודר מן הירק (נט,	פרק הנודר מן הירק (נדרים נט
Rashba on Avodah Zarah 73b:4	פרק הנודר מן המבושל (פ"ו	פרק הנודר מן המבושל (נדרים פ"ו
Rashba on Avodah Zarah 73b:6	פרק מי שהוציאוהו (מז,	פרק מי שהוציאוהו (עירובין מז
Rashba on Avodah Zarah 73b:6	פרק גיד הנשה (צח,	פרק גיד הנשה (חולין צח
Rashba on Avodah Zarah 73b:6	פרק גיד הנשה (שם)	פרק גיד הנשה (חולין שם)
Rashba on Avodah Zarah 73b:6	פרק גיד הנשה (קג,	פרק גיד הנשה (חולין קג
Rashba on Avodah Zarah 74a:2	פרק כל האסורין (כח,	פרק כל האסורין (תמורה כח
Rashba on Avodah Zarah 74a:3	פרק אין מעמידין (לח,	פרק אין מעמידין (עבודה זרה לח
Rashba on Avodah Zarah 74a:3	פרק כל הצלמים (מט,	פרק כל הצלמים (עבודה זרה מט
Rashba on Avodah Zarah 74b:1	פרק אין מעמידין (לג,	פרק אין מעמידין (עבודה זרה לג
Rashba on Avodah Zarah 74b:5	פרק אין מעמידין (לג,	פרק אין מעמידין (עבודה זרה לג
Rashba on Avodah Zarah 74b:6	פרק כירה (פ"ג	פרק כירה (שבת פ"ג
Rashba on Avodah Zarah 74b:7	פרק אין מעמידין (לא,	פרק אין מעמידין (עבודה זרה לא
Rashba on Avodah Zarah 74b:7	פרק אין מעמידין (כט,	פרק אין מעמידין (עבודה זרה כט
Rashba on Avodah Zarah 75b:5	פרק דם חטאת (צו,	פרק דם חטאת (זבחים צו
Rashba on Avodah Zarah 75b:6	פרק אין מעמידין (לג,	פרק אין מעמידין (עבודה זרה לג
Rashba on Bava Batra 2a:7	פרק הגוזל עצים (ק,	פרק הגוזל עצים (בבא קמא ק
Rashba on Bava Batra 4a:2	פרק החולץ (ל"ח,	פרק החולץ (יבמות ל"ח
Rashba on Bava Batra 4b:4	פרק בית כור (ף	פרק בית כור (בבא בתרא ף
Rashba on Bava Batra 5b:4	פרק הניזקין (נ"א,	פרק הניזקין (גיטין נ"א
Rashba on Bava Batra 6b:1	פרק לא יחפור (כ"ג,	פרק לא יחפור (בבא בתרא כ"ג
Rashba on Bava Batra 8b:1	פרק בני העיר (כ"ה,	פרק בני העיר (מגילה כ"ה
Rashba on Bava Batra 9a:1	פרק השוכר את האומנין (ע"ז,	פרק השוכר את האומנין (בבא מציעא ע"ז
Rashba on Bava Batra 9a:1	פרק הגוזל בתרא (קט"ז,	פרק הגוזל בתרא (בבא קמא קט"ז
Rashba on Bava Batra 19a:5	פרק אלו מציאות (כו,	פרק אלו מציאות (בבא מציעא כו
Rashba on Bava Batra 22a:2	פרק רבי ישמעאל (סט,	פרק רבי ישמעאל (מנחות סט
Rashba on Bava Batra 22b:5	פרק הבית והעלייה (קיז,	פרק הבית והעלייה (בבא מציעא קיז
Rashba on Bava Batra 22b:8	פרק לא יחפור [כב,	פרק לא יחפור [בבא בתרא כב
Rashba on Bava Batra 23a:2	פרק חזקת הבתים (מא,	פרק חזקת הבתים (בבא בתרא מא
Rashba on Bava Batra 23b:3	פרק מרובה (פב,	פרק מרובה (בבא קמא פב
Rashba on Bava Batra 25b:2	פרק המוכר את הבית (עא,	פרק המוכר את הבית (בבא בתרא עא
Rashba on Bava Batra 27b:1	פרק חלון (פ,	פרק חלון (עירובין פ
Rashba on Bava Batra 28a:6	פרק אמר להם הממונה (לה,	פרק אמר להם הממונה (יומא לה
Rashba on Bava Batra 28b:3	פרק מרובה (פב,	פרק מרובה (בבא קמא פב
Rashba on Bava Batra 29a:8	פרק האיש מקדש (מג,	פרק האיש מקדש (קידושין מג
Rashba on Bava Batra 32b:2	פרק שבועת הדיינין (מב,	פרק שבועת הדיינין (שבועות מב
Rashba on Bava Batra 33a:5	פרק החולץ (לח,	פרק החולץ (יבמות לח
Rashba on Bava Batra 33a:5	פרק האשה שנתארמלה (שם)	פרק האשה שנתארמלה (כתובות שם)
Rashba on Bava Batra 35a:2	פרק מי שהיה נשוי (צד,	פרק מי שהיה נשוי (כתובות צד
Rashba on Bava Batra 35a:3	פרק מי שהיה נשוי (שם)	פרק מי שהיה נשוי (כתובות שם)
Rashba on Bava Batra 37b:1	פרק יש בערכין (יד,	פרק יש בערכין (ערכין יד
Rashba on Bava Batra 40a:2	פרק זה בורר (שם)	פרק זה בורר (סנהדרין שם)
Rashba on Bava Batra 41a:1	פרק רבן גמליאל (יב,	פרק רבן גמליאל (יבמות יב
Rashba on Bava Batra 43a:4	פרק יש נוחלין (קכח,	פרק יש נוחלין (בבא בתרא קכח
Rashba on Bava Batra 44b:3	פרק גט פשוט (קעג,	פרק גט פשוט (בבא בתרא קעג
Rashba on Bava Batra 44b:3	פרק איזהו נשך (סו,	פרק איזהו נשך (בבא מציעא סו
Rashba on Bava Batra 45a:2	פרק כיצד אשת אחיו (כה,	פרק כיצד אשת אחיו (יבמות כה
Rashba on Bava Batra 50a:2	פרק החובל (צ',	פרק החובל (בבא קמא צ'
Rashba on Bava Batra 51b:2	פרק שום היתומים (כג,	פרק שום היתומים (ערכין כג
Rashba on Bava Batra 52b:1	פרק מי שמת (קנד,	פרק מי שמת (בבא בתרא קנד
Rashba on Bava Batra 55a:6	פרק מי שמת [קנח,	פרק מי שמת [בבא בתרא קנח
Rashba on Bava Batra 55a:6	פרק גט פשוט [קעה,	פרק גט פשוט [בבא בתרא קעה
Rashba on Bava Batra 56b:2	פרק מרובה (ע,	פרק מרובה (בבא קמא ע
Rashba on Bava Batra 57b:2	פרק השותפין (מו,	פרק השותפין (בבא בתרא מו
Rashba on Bava Batra 58b:2	פרק חלון (דף ע"ז	פרק חלון (עירובין דף ע"ז
Rashba on Bava Batra 60a:5	פרק לא יחפור (כג,	פרק לא יחפור (בבא בתרא כג
Rashba on Bava Batra 61a:1	פרק חזקת הבתים (ס,	פרק חזקת הבתים (בבא בתרא ס
Rashba on Bava Batra 61b:3	פרק חזקת הבתים (ל,	פרק חזקת הבתים (בבא בתרא ל
Rashba on Bava Batra 63a:8	פרק הבית והעלייה (קיט,	פרק הבית והעלייה (בבא מציעא קיט
Rashba on Bava Batra 63b:2	פרק השותפין (ז,	פרק השותפין (בבא בתרא ז
Rashba on Bava Batra 64a:1	פרק מי שמת (קמח,	פרק מי שמת (בבא בתרא קמח
Rashba on Bava Batra 66a:2	פרק הערל (פב,	פרק הערל (יבמות פב
Rashba on Bava Batra 66b:1	פרק על אלו מומין (לח,	פרק על אלו מומין (בכורות לח
Rashba on Bava Batra 70b:4	פרק כל הנשבעין (מז,	פרק כל הנשבעין (שבועות מז
Rashba on Bava Batra 79a:3	פרק דיני ממונות (שם	פרק דיני ממונות (סנהדרין שם
Rashba on Bava Batra 79b:3	פרק המוכר את הבית (עא,	פרק המוכר את הבית (בבא בתרא עא
Rashba on Bava Batra 84b:3	פרק רבן גמליאל (נב,	פרק רבן גמליאל (יבמות נב
Rashba on Bava Batra 85b:2	פרק המצניע (צא,	פרק המצניע (שבת צא
Rashba on Bava Batra 87a:2	פרק חזקת הבתים (נד,	פרק חזקת הבתים (בבא בתרא נד
Rashba on Bava Batra 92a:2	פרק כל פסולי המוקדשין (לז,	פרק כל פסולי המוקדשין (בכורות לז
Rashba on Bava Batra 92b:5	פרק המוכר את הבית (סט,	פרק המוכר את הבית (בבא בתרא סט
Rashba on Bava Batra 100b:2	פרק מי שהוציאוהו (מח,	פרק מי שהוציאוהו (עירובין מח
Rashba on Bava Batra 107a:1	פרק רבן גמליאל (מ,	פרק רבן גמליאל (יבמות מ
Rashba on Bava Batra 107a:1	פרק השולח (מח,	פרק השולח (גיטין מח
Rashba on Bava Batra 107a:1	פרק השולח (שם)	פרק השולח (גיטין שם)
Rashba on Bava Batra 125a:1	פרק כל שעה (ל,	פרק כל שעה (פסחים ל
Rashba on Bava Batra 125b:6	פרק כל שעה (לא,	פרק כל שעה (פסחים לא
Rashba on Bava Batra 128b:2	פרק החולץ (מו,	פרק החולץ (יבמות מו
Rashba on Bava Batra 133a:1	פרק הניזקין (שם	פרק הניזקין (גיטין שם
Rashba on Bava Batra 136a:4	פרק המגרש (פה,	פרק המגרש (גיטין פה
Rashba on Bava Batra 136a:4	פרק מי שאחזו (עב,	פרק מי שאחזו (גיטין עב
Rashba on Bava Batra 136a:4	פרק השותפין (מח,	פרק השותפין (בבא בתרא מח
Rashba on Bava Batra 139b:3	פרק יש נוחלין (קלט,	פרק יש נוחלין (בבא בתרא קלט
Rashba on Bava Batra 140a:3	פרק אלמנה לכהן גדול (סז,	פרק אלמנה לכהן גדול (יבמות סז
Rashba on Bava Batra 142a:2	פרק יוצא דופן (מד,	פרק יוצא דופן (נדה מד
Rashba on Bava Batra 142a:3	פרק יוצא דופן (מו,	פרק יוצא דופן (נדה מו
Rashba on Bava Batra 148b:2	פרק המוכר את הבית (סג,	פרק המוכר את הבית (בבא בתרא סג
Rashba on Bava Batra 148b:7	פרק שום היתומים (כג,	פרק שום היתומים (ערכין כג
Rashba on Bava Batra 150b:3	פרק המוכר את הספינה (עז,	פרק המוכר את הספינה (בבא בתרא עז
Rashba on Bava Batra 152a:2	פרק השותפין (מח,	פרק השותפין (בבא בתרא מח
Rashba on Bava Batra 155a:3	פרק המוציא יין (עב,	פרק המוציא יין (שבת עב
Rashba on Bava Batra 155b:3	פרק יוצא דופן (מה,	פרק יוצא דופן (נדה מה
Rashba on Bava Batra 159b:2	פרק החולץ (לח,	פרק החולץ (יבמות לח
Rashba on Bava Batra 165b:3	פרק בית כור (שם)	פרק בית כור (בבא בתרא שם)
Rashba on Bava Batra 168a:3	פרק ארבעה נדרים (כז,	פרק ארבעה נדרים (נדרים כז
Rashba on Bava Batra 168a:4	פרק הזהב (מח,	פרק הזהב (בבא מציעא מח
Rashba on Bava Batra 168b:1	פרק האשה שלום (קטו,	פרק האשה שלום (יבמות קטו
Rashba on Bava Batra 169b:4	פרק האשה שלום (קטו,	פרק האשה שלום (יבמות קטו
Rashba on Bava Batra 173a:2	פרק האשה שלום (קטו,	פרק האשה שלום (יבמות קטו
Rashba on Bava Batra 173a:2	פרק האשה שלום (שם)	פרק האשה שלום (יבמות שם)
Rashba on Bava Batra 174b:1	פרק שום היתומים (כג,	פרק שום היתומים (ערכין כג
Rashba on Bava Batra 174b:2	פרק שום היתומים (כג,	פרק שום היתומים (ערכין כג
Rashba on Bava Batra 175a:6	פרק כל היד (טו,	פרק כל היד (נדה טו
Rashba on Bava Batra 176a:2	פרק המוכר את הבית (ע,	פרק המוכר את הבית (בבא בתרא ע
Rashba on Berakhot 9a:3	פרק איזהו מקומן (נז,	פרק איזהו מקומן (זבחים נז
Rashba on Berakhot 11a:6	פרק היה קורא (שם)	פרק היה קורא (ברכות שם)
Rashba on Berakhot 11a:6	פרק בא סימן (נא,	פרק בא סימן (נדה נא
Rashba on Berakhot 11a:6	פרק בא סימן (נא,	פרק בא סימן (נדה נא
Rashba on Berakhot 13a:4	פרק אלו נאמרין (לב,	פרק אלו נאמרין (סוטה לב
Rashba on Berakhot 13b:1	פרק אין עומדין (לד,	פרק אין עומדין (ברכות לד
Rashba on Berakhot 15a:1	פרק אלו עוברין (מו,	פרק אלו עוברין (פסחים מו
Rashba on Berakhot 16b:1	פרק טבול יום (קא,	פרק טבול יום (זבחים קא
Rashba on Berakhot 16b:1	פרק טבול יום (צח,	פרק טבול יום (זבחים צח
Rashba on Berakhot 18a:6	פרק שואל (קנא,	פרק שואל (שבת קנא
Rashba on Berakhot 20b:1	פרק המוצא תפילין (צה,	פרק המוצא תפילין (עירובין צה
Rashba on Berakhot 21a:1	פרק היה קורא (יג,	פרק היה קורא (ברכות יג
Rashba on Berakhot 29a:4	פרק אין עומדין (לג,	פרק אין עומדין (ברכות לג
Rashba on Berakhot 29a:6	פרק שלשה שאכלו (מט,	פרק שלשה שאכלו (ברכות מט
Rashba on Berakhot 31a:1	פ' כל היד (טו,	פ' כל היד (נדה טו
Rashba on Berakhot 31a:1	פ' רבי ישמעאל (סז,	פ' רבי ישמעאל (מנחות סז
Rashba on Berakhot 35a:2	פרק תמיד נשחט (סד,	פרק תמיד נשחט (פסחים סד
Rashba on Berakhot 37a:2	פרק כל הבשר (קו,	פרק כל הבשר (חולין קו
Rashba on Berakhot 37b:3	פ' כל שעה (לו,	פ' כל שעה (פסחים לו
Rashba on Berakhot 38a:3	פ' הנודר מן המבושל (נג,	פ' הנודר מן המבושל (נדרים נג
Rashba on Berakhot 38a:3	פ' כל שעה (כד,	פ' כל שעה (פסחים כד
Rashba on Berakhot 38a:3	פרק כל שעה (שם)	פרק כל שעה (פסחים שם)
Rashba on Berakhot 43a:5	פרק ערבי פסחים (קג,	פרק ערבי פסחים (פסחים קג
Rashba on Berakhot 44b:2	פרק בא סימן (נא,	פרק בא סימן (נדה נא
Rashba on Berakhot 44b:3	פ' בא סימן (נא,	פ' בא סימן (נדה נא
Rashba on Berakhot 45a:3	פ' במה מדליקין (כג,	פ' במה מדליקין (שבת כג
Rashba on Berakhot 48a:4	פ' כיצד מברכין (לח,	פ' כיצד מברכין (ברכות לח
Rashba on Berakhot 48a:4	פרק כיצד מברכין (לה,	פרק כיצד מברכין (ברכות לה
Rashba on Berakhot 48b:3	פרק מי שמתו (כ,	פרק מי שמתו (ברכות כ
Rashba on Berakhot 48b:3	פרק מי שמתו (כא,	פרק מי שמתו (ברכות כא
Rashba on Berakhot 49b:2	פ' המדיר (סד,	פ' המדיר (כתובות סד
Rashba on Berakhot 49b:6	פרק מי שמתו (כ,	פרק מי שמתו (ברכות כ
Rashba on Berakhot 50a:4	פרק כיצד מברכין (מב,	פרק כיצד מברכין (ברכות מב
Rashba on Berakhot 50b:2	פ' כל הבשר (קו,	פ' כל הבשר (חולין קו
Rashba on Berakhot 50b:2	פרק במה טומנין (נ,	פרק במה טומנין (שבת נ
Rashba on Berakhot 50b:3	פרק ערבי פסחים (קח,	פרק ערבי פסחים (פסחים קח
Rashba on Berakhot 51b:2	פרק תפלת השחר (כז,	פרק תפלת השחר (ברכות כז
Rashba on Berakhot 52a:4	פרק ערבי פסחים (קה,	פרק ערבי פסחים (פסחים קה
Rashba on Chullin 4b:1	פרק השותפין (מז,	פרק השותפין (בבא בתרא מז
Rashba on Chullin 6a:4	פרק העור והרוטב (קיז,	פרק העור והרוטב (חולין קיז
Rashba on Chullin 8b:2	פרק כל שעה (מד,	פרק כל שעה (פסחים מד
Rashba on Chullin 9a:6	פרק אין צדין (כה,	פרק אין צדין (ביצה כה
Rashba on Chullin 12a:4	פרק אלו מציאות (שם)	פרק אלו מציאות (בבא מציעא שם)
Rashba on Chullin 14a:3	פרק כירה (מו,	פרק כירה (שבת מו
Rashba on Chullin 15a:5	פרק יציאות השבת (יח,	פרק יציאות השבת (שבת יח
Rashba on Chullin 20b:2	פרק השוחט (לב,	פרק השוחט (חולין לב
Rashba on Chullin 24b:2	פרק לא יחפור (יט,	פרק לא יחפור (בבא בתרא יט
Rashba on Chullin 43a:2	פרק השוחט (כח,	פרק השוחט (חולין כח
Rashba on Chullin 51a:2	פרק המוכר פירות (שם)	פרק המוכר פירות (בבא בתרא שם)
Rashba on Chullin 54b:1	פרק החולץ (לו,	פרק החולץ (יבמות לו
Rashba on Chullin 57a:2	פרק גיד הנשה (צט,	פרק גיד הנשה (חולין צט
Rashba on Chullin 61a:2	פרק המפקיד (מא,	פרק המפקיד (בבא מציעא מא
Rashba on Chullin 63b:3	פרק אין מעמידין (מ,	פרק אין מעמידין (עבודה זרה מ
Rashba on Chullin 64b:1	פרק גיד הנשה (צז,	פרק גיד הנשה (חולין צז
Rashba on Chullin 64b:1	פרק גיד הנשה (שם)	פרק גיד הנשה (חולין שם)
Rashba on Chullin 64b:3	פרק דם שחיטה (שם)	פרק דם שחיטה (כריתות שם)
Rashba on Chullin 71a:3	פ' הלוקח בהמה (כג,	פ' הלוקח בהמה (בכורות כג
Rashba on Chullin 75a:1	פרק גיד הנשה (צב,	פרק גיד הנשה (חולין צב
Rashba on Chullin 75b:2	פרק אותו ואת בנו (עח,	פרק אותו ואת בנו (חולין עח
Rashba on Chullin 76a:1	פרק על אלו מומין (מא,	פרק על אלו מומין (בכורות מא
Rashba on Chullin 76b:1	פרק זה בורר (כט,	פרק זה בורר (סנהדרין כט
Rashba on Chullin 77b:3	פרק מרובה (עח,	פרק מרובה (בבא קמא עח
Rashba on Chullin 77b:4	פרק במה אשה (סז,	פרק במה אשה (שבת סז
Rashba on Chullin 79a:3	פרק שני דייני גזירות (קיא,	פרק שני דייני גזירות (כתובות קיא
Rashba on Chullin 84a:1	פרק השוחט (ל,	פרק השוחט (חולין ל
Rashba on Chullin 86b:1	פרק בא לו (ע,	פרק בא לו (יומא ע
Rashba on Chullin 86b:2	פרק ערבי פסחים (קג,	פרק ערבי פסחים (פסחים קג
Rashba on Chullin 86b:2	פרק שלשה שאכלו (מח,	פרק שלשה שאכלו (ברכות מח
Rashba on Chullin 87a:1	פרק ערבי פסחים (קב,	פרק ערבי פסחים (פסחים קב
Rashba on Chullin 87a:2	פרק החובל (צא,	פרק החובל (בבא קמא צא
Rashba on Chullin 92b:3	פרק בהמה המקשה (עד,	פרק בהמה המקשה (חולין עד
